Colonne1;year;record_number;pages;catalogue_title;authors
79384;1988;79193;[21];In search of peace, prosperity and justice;
79384;1988;79194;[25, 26];Co-operation: the best way to combat AIDS;Vane, Sir John Robert
79384;1988;79195;[27, 28];A 'Silent genocide';Salam, Abdus
79384;1988;79196;[29, 30];Overarmament and underdevelopment;Brandt, Willy
79384;1988;79197;[31, 32, 33];"Nuclear roulette; 'conventional' thinking on nuclear weapons is a recipe for mutual suicide";Polanyi, John Charles
79384;1988;79198;[34];Sixteen conclusions;Conference of Nobel Laureates: Facing the 21st Century: Threats and Promises Paris 1988
79609;1988;79611;[4, 5, 6, 7, 8, 9];"Landmarks in printing; from movable type to the microchip";Merkli, Werner
79609;1988;79613;[10, 11, 12, 13];Calligraphy and typography in Europe;Druet, Roger
79609;1988;79615;[14, 15];Christophe Plantin, the master-printer of Antwerp;De Nave, Francine
79609;1988;79616;[16, 17, 18];The Desktop revolution;Brabyn, Howard
79609;1988;79618;[19];UNESCO and the printed word;
79609;1988;79620;[20, 21];Computerized typesetting in China;Xu Lian-Sheng
79609;1988;79622;[22, 23, 24];The Book situation in India;Bhattacharya, Lokenath
79609;1988;79623;[25, 26, 27];First impressions: Arabic early printed texts;Aboussouan, Camille
79609;1988;79624;[28, 29, 30, 31];L'Encyclopédie: an eighteenth-century best-seller;Darnton, Robert
79609;1988;79625;[32, 33];Printing and society in China and the West;Tsien, Tsuen Hsuin
79702;1988;79703;[4, 5, 6, 7, 8];The Baptism of Kiev: a thousand years ago, the birth of a Christian nation;Rauschenbach, Boris Viktorovich
79702;1988;79704;[9, 10, 11, 12, 13];Beauty, sanctity and truth: the philosophy of the icon;Averintsev, Sergei Sergeevich
79702;1988;79705;[14, 15];The 'Golden ring';
79702;1988;79706;[16, 17, 18, 23, 24, 25];A Thousand-year heritage;Juvenal, Metropolitan of Krutits and Kolomna
79702;1988;79707;[26, 27, 28, 29];Everyday life and letters in ancient Russia;Braichevsky, Mikhail Julianovich
79702;1988;79708;[30, 31, 32];Byron, the rebel;Storey, Mark
79702;1988;79709;[33];René Char: a tribute;Glissant, Edouard
79702;1988;79710;[34, 35];César Vallejo: a revolutionary voice in modern poetry;Bartet, Leyla
79702;1988;79711;[36, 37, 38];"The Long struggle for liberation; reflections on the abolition of slavery in Brazil";Camargo, Oswaldo de
79702;1988;79712;[38];Milestones on the road to freedom;Fonseca Ferreira, Ligia
80978;1988;80951;[4];A Legacy for all;UNESCO. Director-General, 1987-1999 (Mayor, F.)
80978;1988;80952;[5, 6, 7, 8, 9, 10, 11];The World's wild places;Jolly, Alison
80978;1988;80953;[12, 13, 14, 15];The Conservation of ancient cities;Bouchenaki, Mounir
80978;1988;80954;[16, 24, 26];Time regained: a historical perspective on cultural sites and monuments;Michell, George
80978;1988;80955;[27, 28, 29, 30, 31];A Sense of the sacred: the values enshrined in holy places;Grabar, Oleg
80978;1988;80957;[32, 33];The World heritage concept;Parent, Michel
80978;1988;80958;[34, 35, 36];An Idea in action: the World Heritage Convention and how it works;
80978;1988;80960;[37, 38];The World Heritage List: 228 properties as at 31 December 1987;
80991;1988;80981;[4, 5, 6, 7];Time and the river: life in ancient Egypt was geared to the annual Nile flood;Baines, John
80991;1988;80982;[8, 9, 10, 11];The Riddle of the Rosetta Stone: scholars and adventurers who rediscovered a forgotten civilization;Vercoutter, Jean
80991;1988;80983;[12, 13, 14, 15, 16];Colossal feats of engineering;Stadelmann, Rainer
80991;1988;80984;[17, 18, 23, 24, 25];The Egyptian world-picture;Yoyotte, Jean
80991;1988;80986;[26, 27, 28, 29];Daily life in the land of the Pharaohs;Desroches Noblecourt, Christiane
80991;1988;80987;[30, 31, 32];Egypt and the Mediterranean world;Gaballa, Gaballa Aly
80991;1988;80988;[33, 34, 35];Pharaonic art and the modern imagination;Fazzini, Richard A.
80991;1988;80990;[36, 37, 38];UNESCO and the ancient Egyptian heritage: from the Nubian campaign to the Library of Alexandria;Mokhtar, Gamal
74977;1950;81278;[9];New uses of a key-medium of mass communications show that comic strips must be taken seriously;
74977;1950;81279;[10];UNESCO's international fellowships handbook reports that travel opportunities are increasing for students and workers;
74977;1950;81283;[11];New international council will bring together the world's musicians;
74977;1950;81284;[11];Modern Prague theatre for recorded music;
74977;1950;81285;[12];In Bernalda, the school always has light;
81286;1950;81287;[2];Iran's teachers prepare a lesson for world peace;
81286;1950;81289;[4];UNESCO experts pay tribute to Louis Braille;
81286;1950;81294;[6, 7];The Artist and his freedom;
81712;1988;81295;[11];The Cardan suspension;Temple, Robert K.G.
81286;1950;81298;[8];Men against the desert;Calder, Ritchie
81286;1950;81300;[10];The East reclaims its cultural heritage;
81286;1950;81302;[11];Purpose and scope of art films;
81286;1950;81304;[11];U.S. stage groups observe International Theatre Month;
81286;1950;81305;[12];Nearly 2,500 years ago, Confucius, 'the most sagely ancient teacher', planned a world commonwealth;
81370;1950;81372;[3];World Braille: an advance towards one world;
81370;1950;81373;[4];Art treasures of mediaeval Yugoslavia;
81370;1950;81375;[5];UNESCO's contribution to United Nations peace mission;
81370;1950;81379;[6, 7];They don't do it our way: how world co-operation may be balked by cross-cultural misunderstandings;Telberg, Ina
81370;1950;81380;[8];"Men against the desert; postscript to a mission";Calder, Ritchie
81370;1950;81382;[9];Uruguay is building newest Latin American science museum;
81370;1950;81383;[10];The Art film in Italy;
81370;1950;81384;[11];"For Ram Chandra, ""Abstracts"" are practical";
81370;1950;81386;[12];Italy rebuilds her art;Rossi, Mario
81400;1950;81404;[2];A Hundred groups with a common aim;
81400;1950;81405;[3];Experts to seek best adult education methods at UNESCO sponsored seminar;
81400;1950;81406;[3];Adult education in Austria;
81400;1950;81419;[4];Beirut Translation Commission will fill gaps in Islamic-Western literature;
81400;1950;81420;[5];UNESCO discloses deficit in world communication facilities: still too few newspapers, radio sets and cinemas;
81400;1950;81421;[6];Junior music, a force for world harmony;
81400;1950;81422;[7];Fifth session of UNESCO's General Conference opens in Florence, first speakers urge greater UNESCO contribution to peace efforts;
81400;1950;81424;[6];Science brings school to crippled children;
81400;1950;81426;[8, 9];"This is the world's work; let us get on with it";
81400;1950;81427;[11];Health centre on wheels for French Nigeria;
81400;1950;81428;[11];Food and people educational campaign launched in U.S.;
81400;1950;81456;[12];School nuclei' bring new hope for the Andes;
81400;1950;81460;[13];Science is everyone's business;Goldsmith, Maurice
81400;1950;81461;[13];The 20th century's debt to Pascal;Pascal, Blaise
81400;1950;81463;[14];World's youth lends a hand at Saugnac;
81400;1950;81464;[15];Films in India show the road ahead;Winner, Percy
81400;1950;81466;[16];U.N. Technical assistance mission surveys needs of Indonesia;
81475;1950;81477;[2];A Hundred groups with a common aim;
81475;1950;81480;[3];UNESCO faces the problem of peace;Bloch-Michel, Jean
81475;1950;81484;[4];Fifth General Conference approves a long-term plan for UNESCO;
81475;1950;81485;[5, 6];UNESCO's programme for 1951;UNESCO. General Conference Florence, Italy 1950 5th
81475;1950;81487;[7];Conference resolutions give UNESCO added power to work for peace;
81475;1950;81488;[7];General Conference adopts world agreement for duty-free import of educational materials;
81475;1950;81490;[8];The Scientific basis for human unity: UNESCO publishes Declaration by world's scientists;
81475;1950;81491;[8, 9];Race and civilization;Métraux, Alfred
81475;1950;81492;[10];Balzac and the human comedy;Balzac, Honoré de
81475;1950;81494;[11];Many nations seek new uses for free fuel;Goldsmith, Maurice
81475;1950;81495;[11];World Power Conference to consider latest UNESCO discussion theme;
81475;1950;81497;[12];The World's stages: a platform for peace;
81475;1950;81498;[13];Refugee musical ambassadors tour Western Europe;
81475;1950;81499;[12];A Song for Ameland;Bolen, Francis
81475;1950;81504;[14];1950 UNESCO seminars chart a way to world understanding through improved educational techniques;
81475;1950;81505;[15];Bach, the genius who served truth;Fradier, Georges
81475;1950;81506;[16];How Salerno lighted a path through the dark ages;Luzzato, Riccardo
81543;1950;81544;[3];United Nations Economic and Social Council praises UNESCO's priority work programme;UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
81543;1950;81546;[4];"Libraries: a neglected resource; UNESCO Seminar proposes active programme for adult education";Seminar on the Role of Public Libraries in Adult Education Malmö, Sweden 1950
81543;1950;81547;[4];UNESCO activities in Germany;
81543;1950;81549;[5];Chinese artists and UNESCO experts find new roads to The Healthy Village;
81543;1950;81550;[6, 7];World's finest colour prints catalogued by UNESCO;
81543;1950;81552;[8];An Indian girl with a lesson for humanity;Métraux, Alfred
81543;1950;81553;[9];New UNESCO bulletin stresses social implications of modern science;
81543;1950;81554;[9];Science clubs teach Canadian youth to protect its country's natural riches;
81543;1950;81556;[10];The Mountain is green: new French film recounts life of Victor Schoelcher, fighter for human rights;Bolen, Francis
81543;1950;81560;[11];"The Saucepan radio shows ""a good chance of new life""";Ray, Cyril
81564;1950;81565;[2];A Hundred groups with a common aim;
81564;1950;81567;[3, 8];Director-General outlines background for action;UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
81564;1950;81568;[4];Two UNESCO seminars guide education towards international understanding;International Educational Seminar on the Improvement of Textbooks, particularly History Books Brussels 1950
81564;1950;81570;[5];Five years, and three months, in Korean education;Lombard, Robert
81564;1950;81571;[5];How UNESCO can help the Korean people;
81564;1950;81572;[5];Five years' work for victims of war;
81564;1950;81574;[6, 7];Determined to save succeeding generations from the scourge of war...;
81564;1950;81575;[8];UNESCO opening campaign to help teaching of United Nations principles;
81564;1950;81576;[9];Lascaux, cradle of man's art: a unique colour film opens a door into the past;Bolen, Francis
81564;1950;81577;[10];International work camp volunteers bring help, and new hope, to a French village;Clerck, Marcel de
81564;1950;81579;[11];Ecuador's newspapers lead a nation-wide fight against illiteracy;
81564;1950;81580;[12];"The Cultural heritage of Korea, ""land of the morning calm""";Fradier, Georges
81592;1950;81586;[2];A Science museum goes on tour in Latin America;
81592;1950;81595;[4];The King of the Bamouns and his alphabet;Métraux, Alfred
81592;1950;81596;[4];Social science in the modern world;
81592;1950;81599;[5];"Economic underdevelopment: enemy of man; ""technical assistance"": a weapon for man";
81592;1950;81602;[6, 7];UNESCO's share in United Nations Technical Assistance Programme;
81592;1950;81603;[8];Science and technology to help under-developed lands;Goldsmith, Maurice
81592;1950;81605;[8];What is the quantum theory? Aspects of modern science;Freeman, Ira M.
81592;1950;81609;[9];UNESCO-sponsored trade pact ready for signature;
81592;1950;81611;[10];"The Screen: a new ""blackboard"" in British schools";
81592;1950;81612;[11];"Murder of peoples outlawed by U.N. action; genocide Convention effective January 12, 1951";
81592;1950;81614;[11];Experts plan action to resolve international copyright tangle;
81592;1950;81615;[12];"School in the mailbox: Australia's ""phantom schools"" serve 18,000 children";George, Walter
81616;1950;81617;[3];"UNESCO plans $20,000,000 education programme; Executive Board approves project for world network of training centres";UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
81616;1950;81618;[4];Genocide Convention opens new era in the law of nations;Lanux, Pierre de
81616;1950;81624;[5];December 10, 1950: world figures greet second anniversary of the Universal Declaration of Human Rights;Roosevelt, Eleanor|Auriol, Vincent|Nehru, Jawaharlal|Malik, Charles|Tomlinson, George|Bohr, Niels
81616;1950;81625;[6, 7];UNESCO exhibition-album to show man's unending fight to gain his rights;
81616;1950;81629;[8];UNESCO filmstrips aid world-wide teaching of human rights principles;
81616;1950;81630;[9];The Scientist and human rights;
81616;1950;81632;[9];What are electrons?;Freeman, Ira M.
81616;1950;81635;[10];André Honnorat (1868-1950): in the service of peace;Fradier, Georges
81616;1950;81640;[11];Indonesia plans expanded education programme;
81616;1950;81641;[12];Wherever there are sixteen children;Keim, Jean A.
81616;1950;81646;[2];UNESCO plans work to aid U.N. programme in Korea;
81712;1988;81670;[4, 5, 6];The Chinese scientific genius;Temple, Robert K.G.
81712;1988;81671;[7, 8];Precursors of modern science;Needham, Joseph
81712;1988;81672;[9];The Observation of sunspots;Temple, Robert K.G.
81712;1988;81673;[10, 11];Cast iron;Temple, Robert K.G.
81712;1988;81675;[12, 13];Steel manufacture;Temple, Robert K.G.
81712;1988;81676;[13];The Chain pump;Temple, Robert K.G.
81712;1988;81679;[14, 15];A Cybernetic machine;Temple, Robert K.G.
81712;1988;81680;[16, 17];Magic mirrors';Temple, Robert K.G.
81712;1988;81681;[17, 18];Efficient horse harnesses;Temple, Robert K.G.
81712;1988;81682;[18, 19];The Stirrup;Temple, Robert K.G.
81712;1988;81684;[19, 20];The Segmental arch bridge;Temple, Robert K.G.
81712;1988;81686;[21];A Refined value of pi;Temple, Robert K.G.
81712;1988;81687;[21];The Decimal system;Temple, Robert K.G.
81712;1988;81689;[22];Porcelain;Temple, Robert K.G.
81712;1988;81690;[23];Matches;Temple, Robert K.G.
81370;1950;81701;[4];The Right to write and the right to read;Gaddis, William
81712;1988;81702;[24];Biological pest control;Temple, Robert K.G.
81712;1988;81703;[25];Petroleum and natural gas;Temple, Robert K.G.
81712;1988;81704;[26, 27];The Mechanical clock;Temple, Robert K.G.
81712;1988;81705;[28];Paper money;Temple, Robert K.G.
